product_id,product_img_url
229,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-x9hmgpwTDOWQhU1Y46INANDv.png?st=2025-01-02T15%3A01%3A38Z&se=2025-01-02T17%3A01%3A38Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-01T22%3A42%3A25Z&ske=2025-01-02T22%3A42%3A25Z&sks=b&skv=2024-08-04&sig=IsXSQktdTKgCNgcY36qlQDDug6QO0HJsrXgDjLouKNc%3D
230,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-6tDri6hIoypLbjlx0EJGlyMh.png?st=2025-01-02T15%3A02%3A10Z&se=2025-01-02T17%3A02%3A10Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-02T06%3A57%3A47Z&ske=2025-01-03T06%3A57%3A47Z&sks=b&skv=2024-08-04&sig=akCuMTVoKGWGXz/TIzoP7FS/HM0UK1QbIjCsWcC2%2BzA%3D
231,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-6CUwcPg6QdK0vRePZPWOPqWz.png?st=2025-01-02T15%3A02%3A35Z&se=2025-01-02T17%3A02%3A35Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-01T23%3A21%3A09Z&ske=2025-01-02T23%3A21%3A09Z&sks=b&skv=2024-08-04&sig=RYLK74WNo5Jwiw%2BRNvx5IDFxkARtYHHW%2BjhhIc/fOl8%3D
232,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-oaiaweYizBYYbktQcVsZp6mD.png?st=2025-01-02T15%3A03%3A03Z&se=2025-01-02T17%3A03%3A03Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-02T08%3A17%3A20Z&ske=2025-01-03T08%3A17%3A20Z&sks=b&skv=2024-08-04&sig=L8tU6AQoP0C0jHL699uvsp/IyWYNCG1RkCYXUHZbgPk%3D
233,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-4Mc4Hq2dn1t4ISeOPV8wa9qn.png?st=2025-01-02T15%3A03%3A32Z&se=2025-01-02T17%3A03%3A32Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-02T06%3A57%3A22Z&ske=2025-01-03T06%3A57%3A22Z&sks=b&skv=2024-08-04&sig=4z/gAWspU4maddsjG5oE6izE9odTD7BiFmqeehJy3Yk%3D
234,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-qgp54q86nMLlmv6dWqlRfT9Q.png?st=2025-01-02T15%3A03%3A56Z&se=2025-01-02T17%3A03%3A56Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-01T21%3A17%3A24Z&ske=2025-01-02T21%3A17%3A24Z&sks=b&skv=2024-08-04&sig=9xUEWbWIAfBxxCz5fm0YCf32jzMTUB1sSTJLMgc4k1U%3D
235,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-UfvRX9bnvedGkBw4t9DGgp0A.png?st=2025-01-02T15%3A04%3A26Z&se=2025-01-02T17%3A04%3A26Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-01T20%3A54%3A34Z&ske=2025-01-02T20%3A54%3A34Z&sks=b&skv=2024-08-04&sig=%2Bp8DB7qIKwE2ggQyfLbEQ/zEEOQo8/WiaObNYcUB7oQ%3D
236,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-K68aLdj5aeUZVkLzHoZIRkXi.png?st=2025-01-02T15%3A04%3A54Z&se=2025-01-02T17%3A04%3A54Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-01T23%3A43%3A59Z&ske=2025-01-02T23%3A43%3A59Z&sks=b&skv=2024-08-04&sig=c%2BESXhfNyN0hxpkrwz%2BS4t6XrP1SK6u/XyDIL8ATmE0%3D
237,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-TYUua50M7V9cUzU2dBkWlYzm.png?st=2025-01-02T15%3A05%3A21Z&se=2025-01-02T17%3A05%3A21Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-01T21%3A57%3A56Z&ske=2025-01-02T21%3A57%3A56Z&sks=b&skv=2024-08-04&sig=x2Udcui9AoVlH66xgCXkV8VnoHX4yhqzaIfWHQn1vLk%3D
238,https://oaidalleapiprodscus.blob.core.windows.net/private/org-GMnbtRP4ficn3DyHiO8HT2Ou/user-uBxP2K66QnLbLi7g9cnyXmw2/img-mDslHIHz15zMyai96stRax10.png?st=2025-01-02T15%3A05%3A54Z&se=2025-01-02T17%3A05%3A54Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-01-01T19%3A52%3A59Z&ske=2025-01-02T19%3A52%3A59Z&sks=b&skv=2024-08-04&sig=SLD0ujsCrziY0Pla9xyP1%2BTeeiAttItNT0G32TTSLik%3D
